"variable","des","forecast_period","values","date","projection","meeting_month"
"1028","Federal funds rate","Median1",2020-12-31,1.6,2019-12-11,20191211,"december"
"1029","Federal funds rate","Median1",2021-12-31,1.9,2019-12-11,20191211,"december"
"1030","Federal funds rate","Median1",2022-12-31,2.1,2019-12-11,20191211,"december"
"1031","Federal funds rate","Median1",NA,2.5,2019-12-11,20191211,"december"
"1032","Federal funds rate","Central Tendency2",2019-12-31,1.6,2019-12-11,20191211,"december"
"1033","Federal funds rate","Central Tendency2",2020-12-31,NA,2019-12-11,20191211,"december"
"1034","Federal funds rate","Central Tendency2",2021-12-31,NA,2019-12-11,20191211,"december"
"1035","Federal funds rate","Central Tendency2",2022-12-31,NA,2019-12-11,20191211,"december"
"1036","Federal funds rate","Central Tendency2",NA,NA,2019-12-11,20191211,"december"
"1037","Federal funds rate","Range3",2019-12-31,1.6,2019-12-11,20191211,"december"
"1038","Federal funds rate","Range3",2020-12-31,NA,2019-12-11,20191211,"december"
"1039","Federal funds rate","Range3",2021-12-31,NA,2019-12-11,20191211,"december"
"1040","Federal funds rate","Range3",2022-12-31,NA,2019-12-11,20191211,"december"
"1041","Federal funds rate","Range3",NA,NA,2019-12-11,20191211,"december"
"1042","September projection","Median1",2019-12-31,1.9,2019-12-11,20191211,"december"
"1043","September projection","Median1",2020-12-31,1.9,2019-12-11,20191211,"december"
"1044","September projection","Median1",2021-12-31,2.1,2019-12-11,20191211,"december"
"1045","September projection","Median1",2022-12-31,2.4,2019-12-11,20191211,"december"
"1046","September projection","Median1",NA,2.5,2019-12-11,20191211,"december"
"1047","September projection","Central Tendency2",2019-12-31,NA,2019-12-11,20191211,"december"
"1048","September projection","Central Tendency2",2020-12-31,NA,2019-12-11,20191211,"december"
"1049","September projection","Central Tendency2",2021-12-31,NA,2019-12-11,20191211,"december"
"1050","September projection","Central Tendency2",2022-12-31,NA,2019-12-11,20191211,"december"
"1051","September projection","Central Tendency2",NA,NA,2019-12-11,20191211,"december"
"1052","September projection","Range3",2019-12-31,NA,2019-12-11,20191211,"december"
"1053","September projection","Range3",2020-12-31,NA,2019-12-11,20191211,"december"
"1054","September projection","Range3",2021-12-31,NA,2019-12-11,20191211,"december"
"1055","September projection","Range3",2022-12-31,NA,2019-12-11,20191211,"december"
"1056","September projection","Range3",NA,NA,2019-12-11,20191211,"december"
"1057","Change in real GDP","Median1",2018-12-31,2.7,2018-03-21,20180321,"mars"
"1058","Change in real GDP","Median1",2019-12-31,2.4,2018-03-21,20180321,"mars"
"1059","Change in real GDP","Median1",2020-12-31,2,2018-03-21,20180321,"mars"
"1060","Change in real GDP","Median1",NA,1.8,2018-03-21,20180321,"mars"
"1061","Change in real GDP","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1062","Change in real GDP","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1063","Change in real GDP","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1064","Change in real GDP","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1065","Change in real GDP","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1066","Change in real GDP","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1067","Change in real GDP","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1068","Change in real GDP","Range3",NA,NA,2018-03-21,20180321,"mars"
"1069","December projection","Median1",2018-12-31,2.5,2018-03-21,20180321,"mars"
"1070","December projection","Median1",2019-12-31,2.1,2018-03-21,20180321,"mars"
"1071","December projection","Median1",2020-12-31,2,2018-03-21,20180321,"mars"
"1072","December projection","Median1",NA,1.8,2018-03-21,20180321,"mars"
"1073","December projection","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1074","December projection","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1075","December projection","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1076","December projection","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1077","December projection","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1078","December projection","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1079","December projection","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1080","December projection","Range3",NA,NA,2018-03-21,20180321,"mars"
"1081","Unemployment rate","Median1",2018-12-31,3.8,2018-03-21,20180321,"mars"
"1082","Unemployment rate","Median1",2019-12-31,3.6,2018-03-21,20180321,"mars"
"1083","Unemployment rate","Median1",2020-12-31,3.6,2018-03-21,20180321,"mars"
"1084","Unemployment rate","Median1",NA,4.5,2018-03-21,20180321,"mars"
"1085","Unemployment rate","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1086","Unemployment rate","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1087","Unemployment rate","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1088","Unemployment rate","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1089","Unemployment rate","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1090","Unemployment rate","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1091","Unemployment rate","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1092","Unemployment rate","Range3",NA,NA,2018-03-21,20180321,"mars"
"1093","December projection","Median1",2018-12-31,3.9,2018-03-21,20180321,"mars"
"1094","December projection","Median1",2019-12-31,3.9,2018-03-21,20180321,"mars"
"1095","December projection","Median1",2020-12-31,4,2018-03-21,20180321,"mars"
"1096","December projection","Median1",NA,4.6,2018-03-21,20180321,"mars"
"1097","December projection","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1098","December projection","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1099","December projection","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1100","December projection","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1101","December projection","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1102","December projection","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1103","December projection","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1104","December projection","Range3",NA,NA,2018-03-21,20180321,"mars"
"1105","PCE inflation","Median1",2018-12-31,1.9,2018-03-21,20180321,"mars"
"1106","PCE inflation","Median1",2019-12-31,2,2018-03-21,20180321,"mars"
"1107","PCE inflation","Median1",2020-12-31,2.1,2018-03-21,20180321,"mars"
"1108","PCE inflation","Median1",NA,2,2018-03-21,20180321,"mars"
"1109","PCE inflation","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1110","PCE inflation","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1111","PCE inflation","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1112","PCE inflation","Central tendency2",NA,2,2018-03-21,20180321,"mars"
"1113","PCE inflation","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1114","PCE inflation","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1115","PCE inflation","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1116","PCE inflation","Range3",NA,2,2018-03-21,20180321,"mars"
"1117","December projection","Median1",2018-12-31,1.9,2018-03-21,20180321,"mars"
"1118","December projection","Median1",2019-12-31,2,2018-03-21,20180321,"mars"
"1119","December projection","Median1",2020-12-31,2,2018-03-21,20180321,"mars"
"1120","December projection","Median1",NA,2,2018-03-21,20180321,"mars"
"1121","December projection","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1122","December projection","Central tendency2",2019-12-31,2,2018-03-21,20180321,"mars"
"1123","December projection","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1124","December projection","Central tendency2",NA,2,2018-03-21,20180321,"mars"
"1125","December projection","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1126","December projection","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1127","December projection","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1128","December projection","Range3",NA,2,2018-03-21,20180321,"mars"
"1129","Core PCE inflation4","Median1",2018-12-31,1.9,2018-03-21,20180321,"mars"
"1130","Core PCE inflation4","Median1",2019-12-31,2.1,2018-03-21,20180321,"mars"
"1131","Core PCE inflation4","Median1",2020-12-31,2.1,2018-03-21,20180321,"mars"
"1132","Core PCE inflation4","Median1",NA,NA,2018-03-21,20180321,"mars"
"1133","Core PCE inflation4","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1134","Core PCE inflation4","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1135","Core PCE inflation4","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1136","Core PCE inflation4","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1137","Core PCE inflation4","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1138","Core PCE inflation4","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1139","Core PCE inflation4","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1140","Core PCE inflation4","Range3",NA,NA,2018-03-21,20180321,"mars"
"1141","December projection","Median1",2018-12-31,1.9,2018-03-21,20180321,"mars"
"1142","December projection","Median1",2019-12-31,2,2018-03-21,20180321,"mars"
"1143","December projection","Median1",2020-12-31,2,2018-03-21,20180321,"mars"
"1144","December projection","Median1",NA,NA,2018-03-21,20180321,"mars"
"1145","December projection","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1146","December projection","Central tendency2",2019-12-31,2,2018-03-21,20180321,"mars"
"1147","December projection","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1148","December projection","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1149","December projection","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1150","December projection","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1151","December projection","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1152","December projection","Range3",NA,NA,2018-03-21,20180321,"mars"
"1153","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2018-03-21,20180321,"mars"
"1154","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2018-03-21,20180321,"mars"
"1155","Memo: Projected appropriate policy path","Median1",2020-12-31,NA,2018-03-21,20180321,"mars"
"1156","Memo: Projected appropriate policy path","Median1",NA,NA,2018-03-21,20180321,"mars"
"1157","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1158","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1159","Memo: Projected appropriate policy path","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1160","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1161","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1162","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1163","Memo: Projected appropriate policy path","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1164","Memo: Projected appropriate policy path","Range3",NA,NA,2018-03-21,20180321,"mars"
"1165","Federal funds rate","Median1",2018-12-31,2.1,2018-03-21,20180321,"mars"
"1166","Federal funds rate","Median1",2019-12-31,2.9,2018-03-21,20180321,"mars"
"1167","Federal funds rate","Median1",2020-12-31,3.4,2018-03-21,20180321,"mars"
"1168","Federal funds rate","Median1",NA,2.9,2018-03-21,20180321,"mars"
"1169","Federal funds rate","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1170","Federal funds rate","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1171","Federal funds rate","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1172","Federal funds rate","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1173","Federal funds rate","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1174","Federal funds rate","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1175","Federal funds rate","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1176","Federal funds rate","Range3",NA,NA,2018-03-21,20180321,"mars"
"1177","December projection","Median1",2018-12-31,2.1,2018-03-21,20180321,"mars"
"1178","December projection","Median1",2019-12-31,2.7,2018-03-21,20180321,"mars"
"1179","December projection","Median1",2020-12-31,3.1,2018-03-21,20180321,"mars"
"1180","December projection","Median1",NA,2.8,2018-03-21,20180321,"mars"
"1181","December projection","Central tendency2",2018-12-31,NA,2018-03-21,20180321,"mars"
"1182","December projection","Central tendency2",2019-12-31,NA,2018-03-21,20180321,"mars"
"1183","December projection","Central tendency2",2020-12-31,NA,2018-03-21,20180321,"mars"
"1184","December projection","Central tendency2",NA,NA,2018-03-21,20180321,"mars"
"1185","December projection","Range3",2018-12-31,NA,2018-03-21,20180321,"mars"
"1186","December projection","Range3",2019-12-31,NA,2018-03-21,20180321,"mars"
"1187","December projection","Range3",2020-12-31,NA,2018-03-21,20180321,"mars"
"1188","December projection","Range3",NA,NA,2018-03-21,20180321,"mars"
"1189","Change in real GDP","Median1",2018-12-31,2.8,2018-06-13,20180613,"juni"
"1190","Change in real GDP","Median1",2019-12-31,2.4,2018-06-13,20180613,"juni"
"1191","Change in real GDP","Median1",2020-12-31,2,2018-06-13,20180613,"juni"
"1192","Change in real GDP","Median1",NA,1.8,2018-06-13,20180613,"juni"
"1193","Change in real GDP","Central tendency2",2018-12-31,NA,2018-06-13,20180613,"juni"
"1194","Change in real GDP","Central tendency2",2019-12-31,NA,2018-06-13,20180613,"juni"
"1195","Change in real GDP","Central tendency2",2020-12-31,NA,2018-06-13,20180613,"juni"
"1196","Change in real GDP","Central tendency2",NA,NA,2018-06-13,20180613,"juni"
"1197","Change in real GDP","Range3",2018-12-31,NA,2018-06-13,20180613,"juni"
"1198","Change in real GDP","Range3",2019-12-31,NA,2018-06-13,20180613,"juni"
"1199","Change in real GDP","Range3",2020-12-31,NA,2018-06-13,20180613,"juni"
"1200","Change in real GDP","Range3",NA,NA,2018-06-13,20180613,"juni"
"1201","March projection","Median1",2018-12-31,2.7,2018-06-13,20180613,"juni"
"1202","March projection","Median1",2019-12-31,2.4,2018-06-13,20180613,"juni"
"1203","March projection","Median1",2020-12-31,2,2018-06-13,20180613,"juni"
"1204","March projection","Median1",NA,1.8,2018-06-13,20180613,"juni"
"1205","March projection","Central tendency2",2018-12-31,NA,2018-06-13,20180613,"juni"
"1206","March projection","Central tendency2",2019-12-31,NA,2018-06-13,20180613,"juni"
"1207","March projection","Central tendency2",2020-12-31,NA,2018-06-13,20180613,"juni"
"1208","March projection","Central tendency2",NA,NA,2018-06-13,20180613,"juni"
"1209","March projection","Range3",2018-12-31,NA,2018-06-13,20180613,"juni"
"1210","March projection","Range3",2019-12-31,NA,2018-06-13,20180613,"juni"
"1211","March projection","Range3",2020-12-31,NA,2018-06-13,20180613,"juni"
"1212","March projection","Range3",NA,NA,2018-06-13,20180613,"juni"
"1213","Unemployment rate","Median1",2018-12-31,3.6,2018-06-13,20180613,"juni"
"1214","Unemployment rate","Median1",2019-12-31,3.5,2018-06-13,20180613,"juni"
"1215","Unemployment rate","Median1",2020-12-31,3.5,2018-06-13,20180613,"juni"
