"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"888","Core PCE inflation4","Range3",2020-12-31,"2.0 - 2.3",2018-03-21,20180321,"mars","2018"
"889","December projection","Median1",2018-12-31,"1.9",2018-03-21,20180321,"mars","2018"
"890","December projection","Median1",2019-12-31,"2.0",2018-03-21,20180321,"mars","2018"
"891","December projection","Median1",2020-12-31,"2.0",2018-03-21,20180321,"mars","2018"
"892","December projection","Centraltendency2",2018-12-31,"1.7 - 1.9",2018-03-21,20180321,"mars","2018"
"893","December projection","Centraltendency2",2019-12-31,"2.0",2018-03-21,20180321,"mars","2018"
"894","December projection","Centraltendency2",2020-12-31,"2.0 - 2.1",2018-03-21,20180321,"mars","2018"
"895","December projection","Range3",2018-12-31,"1.7 - 2.0",2018-03-21,20180321,"mars","2018"
"896","December projection","Range3",2019-12-31,"1.8 - 2.3",2018-03-21,20180321,"mars","2018"
"897","December projection","Range3",2020-12-31,"1.9 - 2.3",2018-03-21,20180321,"mars","2018"
"898","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"899","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"900","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"901","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"902","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"903","Memo: Projected appropriate policy path","Centraltendency2",2020-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"904","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"905","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"906","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2018-03-21,20180321,"mars","2018"
"907","Federal funds rate","Median1",2018-12-31,"2.1",2018-03-21,20180321,"mars","2018"
"908","Federal funds rate","Median1",2019-12-31,"2.9",2018-03-21,20180321,"mars","2018"
"909","Federal funds rate","Median1",2020-12-31,"3.4",2018-03-21,20180321,"mars","2018"
"910","Federal funds rate","Centraltendency2",2018-12-31,"2.1 - 2.4",2018-03-21,20180321,"mars","2018"
"911","Federal funds rate","Centraltendency2",2019-12-31,"2.8 - 3.4",2018-03-21,20180321,"mars","2018"
"912","Federal funds rate","Centraltendency2",2020-12-31,"3.1 - 3.6",2018-03-21,20180321,"mars","2018"
"913","Federal funds rate","Range3",2018-12-31,"1.6 - 2.6",2018-03-21,20180321,"mars","2018"
"914","Federal funds rate","Range3",2019-12-31,"1.6 - 3.9",2018-03-21,20180321,"mars","2018"
"915","Federal funds rate","Range3",2020-12-31,"1.6 - 4.9",2018-03-21,20180321,"mars","2018"
"916","December projection","Median1",2018-12-31,"2.1",2018-03-21,20180321,"mars","2018"
"917","December projection","Median1",2019-12-31,"2.7",2018-03-21,20180321,"mars","2018"
"918","December projection","Median1",2020-12-31,"3.1",2018-03-21,20180321,"mars","2018"
"919","December projection","Centraltendency2",2018-12-31,"1.9 - 2.4",2018-03-21,20180321,"mars","2018"
"920","December projection","Centraltendency2",2019-12-31,"2.4 - 3.1",2018-03-21,20180321,"mars","2018"
"921","December projection","Centraltendency2",2020-12-31,"2.6 - 3.1",2018-03-21,20180321,"mars","2018"
"922","December projection","Range3",2018-12-31,"1.1 - 2.6",2018-03-21,20180321,"mars","2018"
"923","December projection","Range3",2019-12-31,"1.4 - 3.6",2018-03-21,20180321,"mars","2018"
"924","December projection","Range3",2020-12-31,"1.4 - 4.1",2018-03-21,20180321,"mars","2018"
"925","Change in real GDP","Median1",2018-12-31,"2.8",2018-06-13,20180613,"juni","2018"
"926","Change in real GDP","Median1",2019-12-31,"2.4",2018-06-13,20180613,"juni","2018"
"927","Change in real GDP","Median1",2020-12-31,"2.0",2018-06-13,20180613,"juni","2018"
"928","Change in real GDP","Centraltendency2",2018-12-31,"2.7 - 3.0",2018-06-13,20180613,"juni","2018"
"929","Change in real GDP","Centraltendency2",2019-12-31,"2.2 - 2.6",2018-06-13,20180613,"juni","2018"
"930","Change in real GDP","Centraltendency2",2020-12-31,"1.8 - 2.0",2018-06-13,20180613,"juni","2018"
"931","Change in real GDP","Range3",2018-12-31,"2.5 - 3.0",2018-06-13,20180613,"juni","2018"
"932","Change in real GDP","Range3",2019-12-31,"2.1 - 2.7",2018-06-13,20180613,"juni","2018"
"933","Change in real GDP","Range3",2020-12-31,"1.5 - 2.2",2018-06-13,20180613,"juni","2018"
"934","March projection","Median1",2018-12-31,"2.7",2018-06-13,20180613,"juni","2018"
"935","March projection","Median1",2019-12-31,"2.4",2018-06-13,20180613,"juni","2018"
"936","March projection","Median1",2020-12-31,"2.0",2018-06-13,20180613,"juni","2018"
"937","March projection","Centraltendency2",2018-12-31,"2.6 - 3.0",2018-06-13,20180613,"juni","2018"
"938","March projection","Centraltendency2",2019-12-31,"2.2 - 2.6",2018-06-13,20180613,"juni","2018"
"939","March projection","Centraltendency2",2020-12-31,"1.8 - 2.1",2018-06-13,20180613,"juni","2018"
"940","March projection","Range3",2018-12-31,"2.5 - 3.0",2018-06-13,20180613,"juni","2018"
"941","March projection","Range3",2019-12-31,"2.0 - 2.8",2018-06-13,20180613,"juni","2018"
"942","March projection","Range3",2020-12-31,"1.5 - 2.3",2018-06-13,20180613,"juni","2018"
"943","Unemployment rate","Median1",2018-12-31,"3.6",2018-06-13,20180613,"juni","2018"
"944","Unemployment rate","Median1",2019-12-31,"3.5",2018-06-13,20180613,"juni","2018"
"945","Unemployment rate","Median1",2020-12-31,"3.5",2018-06-13,20180613,"juni","2018"
"946","Unemployment rate","Centraltendency2",2018-12-31,"3.6 - 3.7",2018-06-13,20180613,"juni","2018"
"947","Unemployment rate","Centraltendency2",2019-12-31,"3.4 - 3.5",2018-06-13,20180613,"juni","2018"
"948","Unemployment rate","Centraltendency2",2020-12-31,"3.4 - 3.7",2018-06-13,20180613,"juni","2018"
"949","Unemployment rate","Range3",2018-12-31,"3.5 - 3.8",2018-06-13,20180613,"juni","2018"
"950","Unemployment rate","Range3",2019-12-31,"3.3 - 3.8",2018-06-13,20180613,"juni","2018"
"951","Unemployment rate","Range3",2020-12-31,"3.3 - 4.0",2018-06-13,20180613,"juni","2018"
"952","March projection","Median1",2018-12-31,"3.8",2018-06-13,20180613,"juni","2018"
"953","March projection","Median1",2019-12-31,"3.6",2018-06-13,20180613,"juni","2018"
"954","March projection","Median1",2020-12-31,"3.6",2018-06-13,20180613,"juni","2018"
"955","March projection","Centraltendency2",2018-12-31,"3.6 - 3.8",2018-06-13,20180613,"juni","2018"
"956","March projection","Centraltendency2",2019-12-31,"3.4 - 3.7",2018-06-13,20180613,"juni","2018"
"957","March projection","Centraltendency2",2020-12-31,"3.5 - 3.8",2018-06-13,20180613,"juni","2018"
"958","March projection","Range3",2018-12-31,"3.6 - 4.0",2018-06-13,20180613,"juni","2018"
"959","March projection","Range3",2019-12-31,"3.3 - 4.2",2018-06-13,20180613,"juni","2018"
"960","March projection","Range3",2020-12-31,"3.3 - 4.4",2018-06-13,20180613,"juni","2018"
"961","PCE inflation","Median1",2018-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"962","PCE inflation","Median1",2019-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"963","PCE inflation","Median1",2020-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"964","PCE inflation","Centraltendency2",2018-12-31,"2.0 - 2.1",2018-06-13,20180613,"juni","2018"
"965","PCE inflation","Centraltendency2",2019-12-31,"2.0 - 2.2",2018-06-13,20180613,"juni","2018"
"966","PCE inflation","Centraltendency2",2020-12-31,"2.1 - 2.2",2018-06-13,20180613,"juni","2018"
"967","PCE inflation","Range3",2018-12-31,"2.0 - 2.2",2018-06-13,20180613,"juni","2018"
"968","PCE inflation","Range3",2019-12-31,"1.9 - 2.3",2018-06-13,20180613,"juni","2018"
"969","PCE inflation","Range3",2020-12-31,"2.0 - 2.3",2018-06-13,20180613,"juni","2018"
"970","March projection","Median1",2018-12-31,"1.9",2018-06-13,20180613,"juni","2018"
"971","March projection","Median1",2019-12-31,"2.0",2018-06-13,20180613,"juni","2018"
"972","March projection","Median1",2020-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"973","March projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2018-06-13,20180613,"juni","2018"
"974","March projection","Centraltendency2",2019-12-31,"2.0 - 2.2",2018-06-13,20180613,"juni","2018"
"975","March projection","Centraltendency2",2020-12-31,"2.1 - 2.2",2018-06-13,20180613,"juni","2018"
"976","March projection","Range3",2018-12-31,"1.8 - 2.1",2018-06-13,20180613,"juni","2018"
"977","March projection","Range3",2019-12-31,"1.9 - 2.3",2018-06-13,20180613,"juni","2018"
"978","March projection","Range3",2020-12-31,"2.0 - 2.3",2018-06-13,20180613,"juni","2018"
"979","Core PCE inflation4","Median1",2018-12-31,"2.0",2018-06-13,20180613,"juni","2018"
"980","Core PCE inflation4","Median1",2019-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"981","Core PCE inflation4","Median1",2020-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"982","Core PCE inflation4","Centraltendency2",2018-12-31,"1.9 - 2.0",2018-06-13,20180613,"juni","2018"
"983","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0 - 2.2",2018-06-13,20180613,"juni","2018"
"984","Core PCE inflation4","Centraltendency2",2020-12-31,"2.1 - 2.2",2018-06-13,20180613,"juni","2018"
"985","Core PCE inflation4","Range3",2018-12-31,"1.9 - 2.1",2018-06-13,20180613,"juni","2018"
"986","Core PCE inflation4","Range3",2019-12-31,"2.0 - 2.3",2018-06-13,20180613,"juni","2018"
"987","Core PCE inflation4","Range3",2020-12-31,"2.0 - 2.3",2018-06-13,20180613,"juni","2018"
"988","March projection","Median1",2018-12-31,"1.9",2018-06-13,20180613,"juni","2018"
"989","March projection","Median1",2019-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"990","March projection","Median1",2020-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"991","March projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2018-06-13,20180613,"juni","2018"
"992","March projection","Centraltendency2",2019-12-31,"2.0 - 2.2",2018-06-13,20180613,"juni","2018"
"993","March projection","Centraltendency2",2020-12-31,"2.1 - 2.2",2018-06-13,20180613,"juni","2018"
"994","March projection","Range3",2018-12-31,"1.8 - 2.1",2018-06-13,20180613,"juni","2018"
"995","March projection","Range3",2019-12-31,"1.9 - 2.3",2018-06-13,20180613,"juni","2018"
"996","March projection","Range3",2020-12-31,"2.0 - 2.3",2018-06-13,20180613,"juni","2018"
"997","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"998","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"999","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1000","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1001","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1002","Memo: Projected appropriate policy path","Centraltendency2",2020-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1003","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1004","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1005","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2018-06-13,20180613,"juni","2018"
"1006","Federal funds rate","Median1",2018-12-31,"2.4",2018-06-13,20180613,"juni","2018"
"1007","Federal funds rate","Median1",2019-12-31,"3.1",2018-06-13,20180613,"juni","2018"
"1008","Federal funds rate","Median1",2020-12-31,"3.4",2018-06-13,20180613,"juni","2018"
"1009","Federal funds rate","Centraltendency2",2018-12-31,"2.1 - 2.4",2018-06-13,20180613,"juni","2018"
"1010","Federal funds rate","Centraltendency2",2019-12-31,"2.9 - 3.4",2018-06-13,20180613,"juni","2018"
"1011","Federal funds rate","Centraltendency2",2020-12-31,"3.1 - 3.6",2018-06-13,20180613,"juni","2018"
"1012","Federal funds rate","Range3",2018-12-31,"1.9 - 2.6",2018-06-13,20180613,"juni","2018"
"1013","Federal funds rate","Range3",2019-12-31,"1.9 - 3.6",2018-06-13,20180613,"juni","2018"
"1014","Federal funds rate","Range3",2020-12-31,"1.9 - 4.1",2018-06-13,20180613,"juni","2018"
"1015","March projection","Median1",2018-12-31,"2.1",2018-06-13,20180613,"juni","2018"
"1016","March projection","Median1",2019-12-31,"2.9",2018-06-13,20180613,"juni","2018"
"1017","March projection","Median1",2020-12-31,"3.4",2018-06-13,20180613,"juni","2018"
"1018","March projection","Centraltendency2",2018-12-31,"2.1 - 2.4",2018-06-13,20180613,"juni","2018"
"1019","March projection","Centraltendency2",2019-12-31,"2.8 - 3.4",2018-06-13,20180613,"juni","2018"
"1020","March projection","Centraltendency2",2020-12-31,"3.1 - 3.6",2018-06-13,20180613,"juni","2018"
"1021","March projection","Range3",2018-12-31,"1.6 - 2.6",2018-06-13,20180613,"juni","2018"
"1022","March projection","Range3",2019-12-31,"1.6 - 3.9",2018-06-13,20180613,"juni","2018"
"1023","March projection","Range3",2020-12-31,"1.6 - 4.9",2018-06-13,20180613,"juni","2018"
"1024","Change in real GDP","Median1",2018-12-31,"3.1",2018-09-26,20180926,"september","2018"
"1025","Change in real GDP","Median1",2019-12-31,"2.5",2018-09-26,20180926,"september","2018"
"1026","Change in real GDP","Median1",2020-12-31,"2.0",2018-09-26,20180926,"september","2018"
"1027","Change in real GDP","Median1",2021-12-31,"1.8",2018-09-26,20180926,"september","2018"
"1028","Change in real GDP","Centraltendency2",2018-12-31,"3.0 - 3.2",2018-09-26,20180926,"september","2018"
"1029","Change in real GDP","Centraltendency2",2019-12-31,"2.4 - 2.7",2018-09-26,20180926,"september","2018"
"1030","Change in real GDP","Centraltendency2",2020-12-31,"1.8 - 2.1",2018-09-26,20180926,"september","2018"
"1031","Change in real GDP","Centraltendency2",2021-12-31,"1.6 - 2.0",2018-09-26,20180926,"september","2018"
"1032","Change in real GDP","Range3",2018-12-31,"2.9 - 3.2",2018-09-26,20180926,"september","2018"
"1033","Change in real GDP","Range3",2019-12-31,"2.1 - 2.8",2018-09-26,20180926,"september","2018"
"1034","Change in real GDP","Range3",2020-12-31,"1.7 - 2.4",2018-09-26,20180926,"september","2018"
"1035","Change in real GDP","Range3",2021-12-31,"1.5 - 2.1",2018-09-26,20180926,"september","2018"
"1036","June projection","Median1",2018-12-31,"2.8",2018-09-26,20180926,"september","2018"
"1037","June projection","Median1",2019-12-31,"2.4",2018-09-26,20180926,"september","2018"
"1038","June projection","Median1",2020-12-31,"2.0",2018-09-26,20180926,"september","2018"
"1039","June projection","Median1",2021-12-31,"n.a.",2018-09-26,20180926,"september","2018"
"1040","June projection","Centraltendency2",2018-12-31,"2.7 - 3.0",2018-09-26,20180926,"september","2018"
"1041","June projection","Centraltendency2",2019-12-31,"2.2 - 2.6",2018-09-26,20180926,"september","2018"
"1042","June projection","Centraltendency2",2020-12-31,"1.8 - 2.0",2018-09-26,20180926,"september","2018"
"1043","June projection","Centraltendency2",2021-12-31,"n.a.",2018-09-26,20180926,"september","2018"
"1044","June projection","Range3",2018-12-31,"2.5 - 3.0",2018-09-26,20180926,"september","2018"
"1045","June projection","Range3",2019-12-31,"2.1 - 2.7",2018-09-26,20180926,"september","2018"
"1046","June projection","Range3",2020-12-31,"1.5 - 2.2",2018-09-26,20180926,"september","2018"
"1047","June projection","Range3",2021-12-31,"n.a.",2018-09-26,20180926,"september","2018"
"1048","Unemployment rate","Median1",2018-12-31,"3.7",2018-09-26,20180926,"september","2018"
"1049","Unemployment rate","Median1",2019-12-31,"3.5",2018-09-26,20180926,"september","2018"
"1050","Unemployment rate","Median1",2020-12-31,"3.5",2018-09-26,20180926,"september","2018"
"1051","Unemployment rate","Median1",2021-12-31,"3.7",2018-09-26,20180926,"september","2018"
