"date","LineDescription","rate"
"2068",2013-01-18,"Personal consumption expenditures (PCE)",1.65
"2069",2013-01-18,"PCE excluding food and energy",1.71
"2070",2013-01-18,"Gross domestic product (GDP)",1.5
"2071",2013-01-19,"Unemployment rate",7.9
"2072",2013-01-19,"Federal funds rate",0.12
"2073",2013-01-19,"Personal consumption expenditures (PCE)",1.65
"2074",2013-01-19,"PCE excluding food and energy",1.71
"2075",2013-01-19,"Gross domestic product (GDP)",1.5
"2076",2013-01-20,"Unemployment rate",7.9
"2077",2013-01-20,"Federal funds rate",0.12
"2078",2013-01-20,"Personal consumption expenditures (PCE)",1.65
"2079",2013-01-20,"PCE excluding food and energy",1.71
"2080",2013-01-20,"Gross domestic product (GDP)",1.5
"2081",2013-01-21,"Unemployment rate",7.9
"2082",2013-01-21,"Federal funds rate",0.12
"2083",2013-01-21,"Personal consumption expenditures (PCE)",1.65
"2084",2013-01-21,"PCE excluding food and energy",1.71
"2085",2013-01-21,"Gross domestic product (GDP)",1.5
"2086",2013-01-22,"Unemployment rate",7.9
"2087",2013-01-22,"Federal funds rate",0.12
"2088",2013-01-22,"Personal consumption expenditures (PCE)",1.65
"2089",2013-01-22,"PCE excluding food and energy",1.71
"2090",2013-01-22,"Gross domestic product (GDP)",1.5
"2091",2013-01-23,"Unemployment rate",7.9
"2092",2013-01-23,"Federal funds rate",0.12
"2093",2013-01-23,"Personal consumption expenditures (PCE)",1.65
"2094",2013-01-23,"PCE excluding food and energy",1.71
"2095",2013-01-23,"Gross domestic product (GDP)",1.5
"2096",2013-01-24,"Unemployment rate",7.9
"2097",2013-01-24,"Federal funds rate",0.12
"2098",2013-01-24,"Personal consumption expenditures (PCE)",1.65
"2099",2013-01-24,"PCE excluding food and energy",1.71
"2100",2013-01-24,"Gross domestic product (GDP)",1.5
"2101",2013-01-25,"Unemployment rate",7.9
"2102",2013-01-25,"Federal funds rate",0.12
"2103",2013-01-25,"Personal consumption expenditures (PCE)",1.65
"2104",2013-01-25,"PCE excluding food and energy",1.71
"2105",2013-01-25,"Gross domestic product (GDP)",1.5
"2106",2013-01-26,"Unemployment rate",7.9
"2107",2013-01-26,"Federal funds rate",0.12
"2108",2013-01-26,"Personal consumption expenditures (PCE)",1.65
"2109",2013-01-26,"PCE excluding food and energy",1.71
"2110",2013-01-26,"Gross domestic product (GDP)",1.5
"2111",2013-01-27,"Unemployment rate",7.9
"2112",2013-01-27,"Federal funds rate",0.12
"2113",2013-01-27,"Personal consumption expenditures (PCE)",1.65
"2114",2013-01-27,"PCE excluding food and energy",1.71
"2115",2013-01-27,"Gross domestic product (GDP)",1.5
"2116",2013-01-28,"Unemployment rate",7.9
"2117",2013-01-28,"Federal funds rate",0.12
"2118",2013-01-28,"Personal consumption expenditures (PCE)",1.65
"2119",2013-01-28,"PCE excluding food and energy",1.71
"2120",2013-01-28,"Gross domestic product (GDP)",1.5
"2121",2013-01-29,"Unemployment rate",7.9
"2122",2013-01-29,"Federal funds rate",0.12
"2123",2013-01-29,"Personal consumption expenditures (PCE)",1.65
"2124",2013-01-29,"PCE excluding food and energy",1.71
"2125",2013-01-29,"Gross domestic product (GDP)",1.5
"2126",2013-01-30,"Unemployment rate",7.9
"2127",2013-01-30,"Federal funds rate",0.12
"2128",2013-01-30,"Personal consumption expenditures (PCE)",1.65
"2129",2013-01-30,"PCE excluding food and energy",1.71
"2130",2013-01-30,"Gross domestic product (GDP)",1.5
"2131",2013-01-31,"Unemployment rate",8
"2132",2013-01-31,"Federal funds rate",0.12
"2133",2013-01-31,"Personal consumption expenditures (PCE)",1.47
"2134",2013-01-31,"PCE excluding food and energy",1.59
"2135",2013-01-31,"Gross domestic product (GDP)",1.5
"2136",2013-02-01,"Unemployment rate",8
"2137",2013-02-01,"Federal funds rate",0.12
"2138",2013-02-01,"Personal consumption expenditures (PCE)",1.47
"2139",2013-02-01,"PCE excluding food and energy",1.59
"2140",2013-02-01,"Gross domestic product (GDP)",1.5
"2141",2013-02-02,"Unemployment rate",8
"2142",2013-02-02,"Federal funds rate",0.12
"2143",2013-02-02,"Personal consumption expenditures (PCE)",1.47
"2144",2013-02-02,"PCE excluding food and energy",1.59
"2145",2013-02-02,"Gross domestic product (GDP)",1.5
"2146",2013-02-03,"Unemployment rate",8
"2147",2013-02-03,"Federal funds rate",0.12
"2148",2013-02-03,"Personal consumption expenditures (PCE)",1.47
"2149",2013-02-03,"PCE excluding food and energy",1.59
"2150",2013-02-03,"Gross domestic product (GDP)",1.5
"2151",2013-02-04,"Unemployment rate",8
"2152",2013-02-04,"Federal funds rate",0.12
"2153",2013-02-04,"Personal consumption expenditures (PCE)",1.47
"2154",2013-02-04,"PCE excluding food and energy",1.59
"2155",2013-02-04,"Gross domestic product (GDP)",1.5
"2156",2013-02-05,"Unemployment rate",8
"2157",2013-02-05,"Federal funds rate",0.12
"2158",2013-02-05,"Personal consumption expenditures (PCE)",1.47
"2159",2013-02-05,"PCE excluding food and energy",1.59
"2160",2013-02-05,"Gross domestic product (GDP)",1.5
"2161",2013-02-06,"Unemployment rate",8
"2162",2013-02-06,"Federal funds rate",0.12
"2163",2013-02-06,"Personal consumption expenditures (PCE)",1.47
"2164",2013-02-06,"PCE excluding food and energy",1.59
"2165",2013-02-06,"Gross domestic product (GDP)",1.5
"2166",2013-02-07,"Unemployment rate",8
"2167",2013-02-07,"Federal funds rate",0.12
"2168",2013-02-07,"Personal consumption expenditures (PCE)",1.47
"2169",2013-02-07,"PCE excluding food and energy",1.59
"2170",2013-02-07,"Gross domestic product (GDP)",1.5
"2171",2013-02-08,"Unemployment rate",8
"2172",2013-02-08,"Federal funds rate",0.12
"2173",2013-02-08,"Personal consumption expenditures (PCE)",1.47
"2174",2013-02-08,"PCE excluding food and energy",1.59
"2175",2013-02-08,"Gross domestic product (GDP)",1.5
"2176",2013-02-09,"Unemployment rate",8
"2177",2013-02-09,"Federal funds rate",0.12
"2178",2013-02-09,"Personal consumption expenditures (PCE)",1.47
"2179",2013-02-09,"PCE excluding food and energy",1.59
"2180",2013-02-09,"Gross domestic product (GDP)",1.5
"2181",2013-02-10,"Unemployment rate",8
"2182",2013-02-10,"Federal funds rate",0.12
"2183",2013-02-10,"Personal consumption expenditures (PCE)",1.47
"2184",2013-02-10,"PCE excluding food and energy",1.59
"2185",2013-02-10,"Gross domestic product (GDP)",1.5
"2186",2013-02-11,"Unemployment rate",8
"2187",2013-02-11,"Federal funds rate",0.12
"2188",2013-02-11,"Personal consumption expenditures (PCE)",1.47
"2189",2013-02-11,"PCE excluding food and energy",1.59
"2190",2013-02-11,"Gross domestic product (GDP)",1.5
"2191",2013-02-12,"Unemployment rate",8
"2192",2013-02-12,"Federal funds rate",0.12
"2193",2013-02-12,"Personal consumption expenditures (PCE)",1.47
"2194",2013-02-12,"PCE excluding food and energy",1.59
"2195",2013-02-12,"Gross domestic product (GDP)",1.5
"2196",2013-02-13,"Unemployment rate",8
"2197",2013-02-13,"Federal funds rate",0.12
"2198",2013-02-13,"Personal consumption expenditures (PCE)",1.47
"2199",2013-02-13,"PCE excluding food and energy",1.59
"2200",2013-02-13,"Gross domestic product (GDP)",1.5
"2201",2013-02-14,"Unemployment rate",8
"2202",2013-02-14,"Federal funds rate",0.12
"2203",2013-02-14,"Personal consumption expenditures (PCE)",1.47
"2204",2013-02-14,"PCE excluding food and energy",1.59
"2205",2013-02-14,"Gross domestic product (GDP)",1.5
"2206",2013-02-15,"Unemployment rate",8
"2207",2013-02-15,"Federal funds rate",0.12
"2208",2013-02-15,"Personal consumption expenditures (PCE)",1.47
"2209",2013-02-15,"PCE excluding food and energy",1.59
"2210",2013-02-15,"Gross domestic product (GDP)",1.5
"2211",2013-02-16,"Unemployment rate",8
"2212",2013-02-16,"Federal funds rate",0.12
"2213",2013-02-16,"Personal consumption expenditures (PCE)",1.47
"2214",2013-02-16,"PCE excluding food and energy",1.59
"2215",2013-02-16,"Gross domestic product (GDP)",1.5
"2216",2013-02-17,"Unemployment rate",8
"2217",2013-02-17,"Federal funds rate",0.12
"2218",2013-02-17,"Personal consumption expenditures (PCE)",1.47
"2219",2013-02-17,"PCE excluding food and energy",1.59
"2220",2013-02-17,"Gross domestic product (GDP)",1.5
"2221",2013-02-18,"Unemployment rate",8
"2222",2013-02-18,"Federal funds rate",0.12
"2223",2013-02-18,"Personal consumption expenditures (PCE)",1.47
"2224",2013-02-18,"PCE excluding food and energy",1.59
"2225",2013-02-18,"Gross domestic product (GDP)",1.5
"2226",2013-02-19,"Unemployment rate",8
"2227",2013-02-19,"Federal funds rate",0.12
"2228",2013-02-19,"Personal consumption expenditures (PCE)",1.47
"2229",2013-02-19,"PCE excluding food and energy",1.59
"2230",2013-02-19,"Gross domestic product (GDP)",1.5
"2231",2013-02-20,"Unemployment rate",8
"2232",2013-02-20,"Federal funds rate",0.12
"2233",2013-02-20,"Personal consumption expenditures (PCE)",1.47
"2234",2013-02-20,"PCE excluding food and energy",1.59
"2235",2013-02-20,"Gross domestic product (GDP)",1.5
"2236",2013-02-21,"Unemployment rate",8
"2237",2013-02-21,"Federal funds rate",0.12
"2238",2013-02-21,"Personal consumption expenditures (PCE)",1.47
"2239",2013-02-21,"PCE excluding food and energy",1.59
"2240",2013-02-21,"Gross domestic product (GDP)",1.5
"2241",2013-02-22,"Unemployment rate",8
"2242",2013-02-22,"Federal funds rate",0.12
"2243",2013-02-22,"Personal consumption expenditures (PCE)",1.47
"2244",2013-02-22,"PCE excluding food and energy",1.59
"2245",2013-02-22,"Gross domestic product (GDP)",1.5
"2246",2013-02-23,"Unemployment rate",8
"2247",2013-02-23,"Federal funds rate",0.12
"2248",2013-02-23,"Personal consumption expenditures (PCE)",1.47
"2249",2013-02-23,"PCE excluding food and energy",1.59
"2250",2013-02-23,"Gross domestic product (GDP)",1.5
"2251",2013-02-24,"Unemployment rate",8
"2252",2013-02-24,"Federal funds rate",0.12
"2253",2013-02-24,"Personal consumption expenditures (PCE)",1.47
"2254",2013-02-24,"PCE excluding food and energy",1.59
"2255",2013-02-24,"Gross domestic product (GDP)",1.5
"2256",2013-02-25,"Unemployment rate",8
"2257",2013-02-25,"Federal funds rate",0.12
"2258",2013-02-25,"Personal consumption expenditures (PCE)",1.47
"2259",2013-02-25,"PCE excluding food and energy",1.59
"2260",2013-02-25,"Gross domestic product (GDP)",1.5
"2261",2013-02-26,"Unemployment rate",8
"2262",2013-02-26,"Federal funds rate",0.12
"2263",2013-02-26,"Personal consumption expenditures (PCE)",1.47
"2264",2013-02-26,"PCE excluding food and energy",1.59
"2265",2013-02-26,"Gross domestic product (GDP)",1.5
"2266",2013-02-27,"Unemployment rate",8
"2267",2013-02-27,"Federal funds rate",0.12
"2268",2013-02-27,"Personal consumption expenditures (PCE)",1.47
"2269",2013-02-27,"PCE excluding food and energy",1.59
"2270",2013-02-27,"Gross domestic product (GDP)",1.5
"2271",2013-02-28,"Unemployment rate",7.7
"2272",2013-02-28,"Federal funds rate",0.12
"2273",2013-02-28,"Personal consumption expenditures (PCE)",1.6
"2274",2013-02-28,"PCE excluding food and energy",1.55
"2275",2013-02-28,"Gross domestic product (GDP)",1.5
"2276",2013-03-01,"Unemployment rate",7.7
"2277",2013-03-01,"Federal funds rate",0.12
"2278",2013-03-01,"Personal consumption expenditures (PCE)",1.6
"2279",2013-03-01,"PCE excluding food and energy",1.55
"2280",2013-03-01,"Gross domestic product (GDP)",1.5
"2281",2013-03-02,"Unemployment rate",7.7
"2282",2013-03-02,"Federal funds rate",0.12
"2283",2013-03-02,"Personal consumption expenditures (PCE)",1.6
"2284",2013-03-02,"PCE excluding food and energy",1.55
"2285",2013-03-02,"Gross domestic product (GDP)",1.5
"2286",2013-03-03,"Unemployment rate",7.7
"2287",2013-03-03,"Federal funds rate",0.12
"2288",2013-03-03,"Personal consumption expenditures (PCE)",1.6
"2289",2013-03-03,"PCE excluding food and energy",1.55
"2290",2013-03-03,"Gross domestic product (GDP)",1.5
"2291",2013-03-04,"Unemployment rate",7.7
"2292",2013-03-04,"Federal funds rate",0.12
"2293",2013-03-04,"Personal consumption expenditures (PCE)",1.6
"2294",2013-03-04,"PCE excluding food and energy",1.55
"2295",2013-03-04,"Gross domestic product (GDP)",1.5
"2296",2013-03-05,"Unemployment rate",7.7
"2297",2013-03-05,"Federal funds rate",0.12
"2298",2013-03-05,"Personal consumption expenditures (PCE)",1.6
"2299",2013-03-05,"PCE excluding food and energy",1.55
"2300",2013-03-05,"Gross domestic product (GDP)",1.5
"2301",2013-03-06,"Unemployment rate",7.7
"2302",2013-03-06,"Federal funds rate",0.12
"2303",2013-03-06,"Personal consumption expenditures (PCE)",1.6
"2304",2013-03-06,"PCE excluding food and energy",1.55
"2305",2013-03-06,"Gross domestic product (GDP)",1.5
"2306",2013-03-07,"Unemployment rate",7.7
"2307",2013-03-07,"Federal funds rate",0.12
"2308",2013-03-07,"Personal consumption expenditures (PCE)",1.6
"2309",2013-03-07,"PCE excluding food and energy",1.55
"2310",2013-03-07,"Gross domestic product (GDP)",1.5
"2311",2013-03-08,"Unemployment rate",7.7
"2312",2013-03-08,"Federal funds rate",0.12
"2313",2013-03-08,"Personal consumption expenditures (PCE)",1.6
"2314",2013-03-08,"PCE excluding food and energy",1.55
"2315",2013-03-08,"Gross domestic product (GDP)",1.5
"2316",2013-03-09,"Unemployment rate",7.7
"2317",2013-03-09,"Federal funds rate",0.12
"2318",2013-03-09,"Personal consumption expenditures (PCE)",1.6
"2319",2013-03-09,"PCE excluding food and energy",1.55
"2320",2013-03-09,"Gross domestic product (GDP)",1.5
"2321",2013-03-10,"Unemployment rate",7.7
"2322",2013-03-10,"Federal funds rate",0.12
"2323",2013-03-10,"Personal consumption expenditures (PCE)",1.6
"2324",2013-03-10,"PCE excluding food and energy",1.55
"2325",2013-03-10,"Gross domestic product (GDP)",1.5
"2326",2013-03-11,"Unemployment rate",7.7
"2327",2013-03-11,"Federal funds rate",0.12
"2328",2013-03-11,"Personal consumption expenditures (PCE)",1.6
"2329",2013-03-11,"PCE excluding food and energy",1.55
"2330",2013-03-11,"Gross domestic product (GDP)",1.5
"2331",2013-03-12,"Unemployment rate",7.7
"2332",2013-03-12,"Federal funds rate",0.12
"2333",2013-03-12,"Personal consumption expenditures (PCE)",1.6
"2334",2013-03-12,"PCE excluding food and energy",1.55
"2335",2013-03-12,"Gross domestic product (GDP)",1.5
"2336",2013-03-13,"Unemployment rate",7.7
"2337",2013-03-13,"Federal funds rate",0.12
"2338",2013-03-13,"Personal consumption expenditures (PCE)",1.6
"2339",2013-03-13,"PCE excluding food and energy",1.55
"2340",2013-03-13,"Gross domestic product (GDP)",1.5
"2341",2013-03-14,"Unemployment rate",7.7
"2342",2013-03-14,"Federal funds rate",0.12
"2343",2013-03-14,"Personal consumption expenditures (PCE)",1.6
"2344",2013-03-14,"PCE excluding food and energy",1.55
"2345",2013-03-14,"Gross domestic product (GDP)",1.5
"2346",2013-03-15,"Unemployment rate",7.7
"2347",2013-03-15,"Federal funds rate",0.12
"2348",2013-03-15,"Personal consumption expenditures (PCE)",1.6
"2349",2013-03-15,"PCE excluding food and energy",1.55
"2350",2013-03-15,"Gross domestic product (GDP)",1.5
"2351",2013-03-16,"Unemployment rate",7.7
"2352",2013-03-16,"Federal funds rate",0.12
"2353",2013-03-16,"Personal consumption expenditures (PCE)",1.6
"2354",2013-03-16,"PCE excluding food and energy",1.55
"2355",2013-03-16,"Gross domestic product (GDP)",1.5
"2356",2013-03-17,"Unemployment rate",7.7
"2357",2013-03-17,"Federal funds rate",0.12
"2358",2013-03-17,"Personal consumption expenditures (PCE)",1.6
"2359",2013-03-17,"PCE excluding food and energy",1.55
"2360",2013-03-17,"Gross domestic product (GDP)",1.5
"2361",2013-03-18,"Unemployment rate",7.7
"2362",2013-03-18,"Federal funds rate",0.12
"2363",2013-03-18,"Personal consumption expenditures (PCE)",1.6
"2364",2013-03-18,"PCE excluding food and energy",1.55
"2365",2013-03-18,"Gross domestic product (GDP)",1.5
"2366",2013-03-19,"Unemployment rate",7.7
"2367",2013-03-19,"Federal funds rate",0.12
"2368",2013-03-19,"Personal consumption expenditures (PCE)",1.6
"2369",2013-03-19,"PCE excluding food and energy",1.55
"2370",2013-03-19,"Gross domestic product (GDP)",1.5
"2371",2013-03-20,"Unemployment rate",7.7
"2372",2013-03-20,"Federal funds rate",0.12
"2373",2013-03-20,"Personal consumption expenditures (PCE)",1.6
"2374",2013-03-20,"PCE excluding food and energy",1.55
"2375",2013-03-20,"Gross domestic product (GDP)",1.5
"2376",2013-03-21,"Unemployment rate",7.7
"2377",2013-03-21,"Federal funds rate",0.12
"2378",2013-03-21,"Personal consumption expenditures (PCE)",1.6
"2379",2013-03-21,"PCE excluding food and energy",1.55
"2380",2013-03-21,"Gross domestic product (GDP)",1.5
"2381",2013-03-22,"Unemployment rate",7.7
"2382",2013-03-22,"Federal funds rate",0.12
"2383",2013-03-22,"Personal consumption expenditures (PCE)",1.6
"2384",2013-03-22,"PCE excluding food and energy",1.55
"2385",2013-03-22,"Gross domestic product (GDP)",1.5
"2386",2013-03-23,"Unemployment rate",7.7
"2387",2013-03-23,"Federal funds rate",0.12
"2388",2013-03-23,"Personal consumption expenditures (PCE)",1.6
"2389",2013-03-23,"PCE excluding food and energy",1.55
"2390",2013-03-23,"Gross domestic product (GDP)",1.5
"2391",2013-03-24,"Unemployment rate",7.7
"2392",2013-03-24,"Federal funds rate",0.12
"2393",2013-03-24,"Personal consumption expenditures (PCE)",1.6
"2394",2013-03-24,"PCE excluding food and energy",1.55
"2395",2013-03-24,"Gross domestic product (GDP)",1.5
"2396",2013-03-25,"Unemployment rate",7.7
"2397",2013-03-25,"Federal funds rate",0.12
"2398",2013-03-25,"Personal consumption expenditures (PCE)",1.6
"2399",2013-03-25,"PCE excluding food and energy",1.55
"2400",2013-03-25,"Gross domestic product (GDP)",1.5
"2401",2013-03-26,"Unemployment rate",7.7
"2402",2013-03-26,"Federal funds rate",0.12
"2403",2013-03-26,"Personal consumption expenditures (PCE)",1.6
"2404",2013-03-26,"PCE excluding food and energy",1.55
"2405",2013-03-26,"Gross domestic product (GDP)",1.5
"2406",2013-03-27,"Unemployment rate",7.7
"2407",2013-03-27,"Federal funds rate",0.12
"2408",2013-03-27,"Personal consumption expenditures (PCE)",1.6
"2409",2013-03-27,"PCE excluding food and energy",1.55
"2410",2013-03-27,"Gross domestic product (GDP)",1.5
"2411",2013-03-28,"Unemployment rate",7.7
"2412",2013-03-28,"Federal funds rate",0.12
"2413",2013-03-28,"Personal consumption expenditures (PCE)",1.6
"2414",2013-03-28,"PCE excluding food and energy",1.55
"2415",2013-03-28,"Gross domestic product (GDP)",1.5
"2416",2013-03-29,"Unemployment rate",7.7
"2417",2013-03-29,"Federal funds rate",0.12
"2418",2013-03-29,"Personal consumption expenditures (PCE)",1.6
"2419",2013-03-29,"PCE excluding food and energy",1.55
"2420",2013-03-29,"Gross domestic product (GDP)",1.5
"2421",2013-03-30,"Unemployment rate",7.7
"2422",2013-03-30,"Federal funds rate",0.12
"2423",2013-03-30,"Personal consumption expenditures (PCE)",1.6
"2424",2013-03-30,"PCE excluding food and energy",1.55
"2425",2013-03-30,"Gross domestic product (GDP)",1.5
