"variable","des","forecast_period","values","date"
"1171","Federal funds rate","Central tendency2","2020","3.1 - 3.6",20180321
"1172","Federal funds rate","Central tendency2","Longer run","2.8 - 3.0",20180321
"1173","Federal funds rate","Range3","2018","1.6 - 2.6",20180321
"1174","Federal funds rate","Range3","2019","1.6 - 3.9",20180321
"1175","Federal funds rate","Range3","2020","1.6 - 4.9",20180321
"1176","Federal funds rate","Range3","Longer run","2.3 - 3.5",20180321
"1177","December projection","Median1","2018","2.1",20180321
"1178","December projection","Median1","2019","2.7",20180321
"1179","December projection","Median1","2020","3.1",20180321
"1180","December projection","Median1","Longer run","2.8",20180321
"1181","December projection","Central tendency2","2018","1.9 - 2.4",20180321
"1182","December projection","Central tendency2","2019","2.4 - 3.1",20180321
"1183","December projection","Central tendency2","2020","2.6 - 3.1",20180321
"1184","December projection","Central tendency2","Longer run","2.8 - 3.0",20180321
"1185","December projection","Range3","2018","1.1 - 2.6",20180321
"1186","December projection","Range3","2019","1.4 - 3.6",20180321
"1187","December projection","Range3","2020","1.4 - 4.1",20180321
"1188","December projection","Range3","Longer run","2.3 - 3.0",20180321
"1189","Change in real GDP","Median1","2018","2.8",20180613
"1190","Change in real GDP","Median1","2019","2.4",20180613
"1191","Change in real GDP","Median1","2020","2.0",20180613
"1192","Change in real GDP","Median1","Longer run","1.8",20180613
"1193","Change in real GDP","Central tendency2","2018","2.7 - 3.0",20180613
"1194","Change in real GDP","Central tendency2","2019","2.2 - 2.6",20180613
"1195","Change in real GDP","Central tendency2","2020","1.8 - 2.0",20180613
"1196","Change in real GDP","Central tendency2","Longer run","1.8 - 2.0",20180613
"1197","Change in real GDP","Range3","2018","2.5 - 3.0",20180613
"1198","Change in real GDP","Range3","2019","2.1 - 2.7",20180613
"1199","Change in real GDP","Range3","2020","1.5 - 2.2",20180613
"1200","Change in real GDP","Range3","Longer run","1.7 - 2.1",20180613
"1201","March projection","Median1","2018","2.7",20180613
"1202","March projection","Median1","2019","2.4",20180613
"1203","March projection","Median1","2020","2.0",20180613
"1204","March projection","Median1","Longer run","1.8",20180613
"1205","March projection","Central tendency2","2018","2.6 - 3.0",20180613
"1206","March projection","Central tendency2","2019","2.2 - 2.6",20180613
"1207","March projection","Central tendency2","2020","1.8 - 2.1",20180613
"1208","March projection","Central tendency2","Longer run","1.8 - 2.0",20180613
"1209","March projection","Range3","2018","2.5 - 3.0",20180613
"1210","March projection","Range3","2019","2.0 - 2.8",20180613
"1211","March projection","Range3","2020","1.5 - 2.3",20180613
"1212","March projection","Range3","Longer run","1.7 - 2.2",20180613
"1213","Unemployment rate","Median1","2018","3.6",20180613
"1214","Unemployment rate","Median1","2019","3.5",20180613
"1215","Unemployment rate","Median1","2020","3.5",20180613
"1216","Unemployment rate","Median1","Longer run","4.5",20180613
"1217","Unemployment rate","Central tendency2","2018","3.6 - 3.7",20180613
"1218","Unemployment rate","Central tendency2","2019","3.4 - 3.5",20180613
"1219","Unemployment rate","Central tendency2","2020","3.4 - 3.7",20180613
"1220","Unemployment rate","Central tendency2","Longer run","4.3 - 4.6",20180613
"1221","Unemployment rate","Range3","2018","3.5 - 3.8",20180613
"1222","Unemployment rate","Range3","2019","3.3 - 3.8",20180613
"1223","Unemployment rate","Range3","2020","3.3 - 4.0",20180613
"1224","Unemployment rate","Range3","Longer run","4.1 - 4.7",20180613
"1225","March projection","Median1","2018","3.8",20180613
"1226","March projection","Median1","2019","3.6",20180613
"1227","March projection","Median1","2020","3.6",20180613
"1228","March projection","Median1","Longer run","4.5",20180613
"1229","March projection","Central tendency2","2018","3.6 - 3.8",20180613
"1230","March projection","Central tendency2","2019","3.4 - 3.7",20180613
"1231","March projection","Central tendency2","2020","3.5 - 3.8",20180613
"1232","March projection","Central tendency2","Longer run","4.3 - 4.7",20180613
"1233","March projection","Range3","2018","3.6 - 4.0",20180613
"1234","March projection","Range3","2019","3.3 - 4.2",20180613
"1235","March projection","Range3","2020","3.3 - 4.4",20180613
"1236","March projection","Range3","Longer run","4.2 - 4.8",20180613
"1237","PCE inflation","Median1","2018","2.1",20180613
"1238","PCE inflation","Median1","2019","2.1",20180613
"1239","PCE inflation","Median1","2020","2.1",20180613
"1240","PCE inflation","Median1","Longer run","2.0",20180613
"1241","PCE inflation","Central tendency2","2018","2.0 - 2.1",20180613
"1242","PCE inflation","Central tendency2","2019","2.0 - 2.2",20180613
"1243","PCE inflation","Central tendency2","2020","2.1 - 2.2",20180613
"1244","PCE inflation","Central tendency2","Longer run","2.0",20180613
"1245","PCE inflation","Range3","2018","2.0 - 2.2",20180613
"1246","PCE inflation","Range3","2019","1.9 - 2.3",20180613
"1247","PCE inflation","Range3","2020","2.0 - 2.3",20180613
"1248","PCE inflation","Range3","Longer run","2.0",20180613
"1249","March projection","Median1","2018","1.9",20180613
"1250","March projection","Median1","2019","2.0",20180613
"1251","March projection","Median1","2020","2.1",20180613
"1252","March projection","Median1","Longer run","2.0",20180613
"1253","March projection","Central tendency2","2018","1.8 - 2.0",20180613
"1254","March projection","Central tendency2","2019","2.0 - 2.2",20180613
"1255","March projection","Central tendency2","2020","2.1 - 2.2",20180613
"1256","March projection","Central tendency2","Longer run","2.0",20180613
"1257","March projection","Range3","2018","1.8 - 2.1",20180613
"1258","March projection","Range3","2019","1.9 - 2.3",20180613
"1259","March projection","Range3","2020","2.0 - 2.3",20180613
"1260","March projection","Range3","Longer run","2.0",20180613
"1261","Core PCE inflation4","Median1","2018","2.0",20180613
"1262","Core PCE inflation4","Median1","2019","2.1",20180613
"1263","Core PCE inflation4","Median1","2020","2.1",20180613
"1264","Core PCE inflation4","Median1","Longer run","",20180613
"1265","Core PCE inflation4","Central tendency2","2018","1.9 - 2.0",20180613
"1266","Core PCE inflation4","Central tendency2","2019","2.0 - 2.2",20180613
"1267","Core PCE inflation4","Central tendency2","2020","2.1 - 2.2",20180613
"1268","Core PCE inflation4","Central tendency2","Longer run","",20180613
"1269","Core PCE inflation4","Range3","2018","1.9 - 2.1",20180613
"1270","Core PCE inflation4","Range3","2019","2.0 - 2.3",20180613
"1271","Core PCE inflation4","Range3","2020","2.0 - 2.3",20180613
"1272","Core PCE inflation4","Range3","Longer run","",20180613
"1273","March projection","Median1","2018","1.9",20180613
"1274","March projection","Median1","2019","2.1",20180613
"1275","March projection","Median1","2020","2.1",20180613
"1276","March projection","Median1","Longer run","",20180613
"1277","March projection","Central tendency2","2018","1.8 - 2.0",20180613
"1278","March projection","Central tendency2","2019","2.0 - 2.2",20180613
"1279","March projection","Central tendency2","2020","2.1 - 2.2",20180613
"1280","March projection","Central tendency2","Longer run","",20180613
"1281","March projection","Range3","2018","1.8 - 2.1",20180613
"1282","March projection","Range3","2019","1.9 - 2.3",20180613
"1283","March projection","Range3","2020","2.0 - 2.3",20180613
"1284","March projection","Range3","Longer run","",20180613
"1285","Memo: Projected appropriate policy path","Median1","2018","Memo: Projected appropriate policy path",20180613
"1286","Memo: Projected appropriate policy path","Median1","2019","Memo: Projected appropriate policy path",20180613
"1287","Memo: Projected appropriate policy path","Median1","2020","Memo: Projected appropriate policy path",20180613
"1288","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20180613
"1289","Memo: Projected appropriate policy path","Central tendency2","2018","Memo: Projected appropriate policy path",20180613
"1290","Memo: Projected appropriate policy path","Central tendency2","2019","Memo: Projected appropriate policy path",20180613
"1291","Memo: Projected appropriate policy path","Central tendency2","2020","Memo: Projected appropriate policy path",20180613
"1292","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20180613
"1293","Memo: Projected appropriate policy path","Range3","2018","Memo: Projected appropriate policy path",20180613
"1294","Memo: Projected appropriate policy path","Range3","2019","Memo: Projected appropriate policy path",20180613
"1295","Memo: Projected appropriate policy path","Range3","2020","Memo: Projected appropriate policy path",20180613
"1296","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20180613
"1297","Federal funds rate","Median1","2018","2.4",20180613
"1298","Federal funds rate","Median1","2019","3.1",20180613
"1299","Federal funds rate","Median1","2020","3.4",20180613
"1300","Federal funds rate","Median1","Longer run","2.9",20180613
"1301","Federal funds rate","Central tendency2","2018","2.1 - 2.4",20180613
"1302","Federal funds rate","Central tendency2","2019","2.9 - 3.4",20180613
"1303","Federal funds rate","Central tendency2","2020","3.1 - 3.6",20180613
"1304","Federal funds rate","Central tendency2","Longer run","2.8 - 3.0",20180613
"1305","Federal funds rate","Range3","2018","1.9 - 2.6",20180613
"1306","Federal funds rate","Range3","2019","1.9 - 3.6",20180613
"1307","Federal funds rate","Range3","2020","1.9 - 4.1",20180613
"1308","Federal funds rate","Range3","Longer run","2.3 - 3.5",20180613
"1309","March projection","Median1","2018","2.1",20180613
"1310","March projection","Median1","2019","2.9",20180613
"1311","March projection","Median1","2020","3.4",20180613
"1312","March projection","Median1","Longer run","2.9",20180613
"1313","March projection","Central tendency2","2018","2.1 - 2.4",20180613
"1314","March projection","Central tendency2","2019","2.8 - 3.4",20180613
"1315","March projection","Central tendency2","2020","3.1 - 3.6",20180613
"1316","March projection","Central tendency2","Longer run","2.8 - 3.0",20180613
"1317","March projection","Range3","2018","1.6 - 2.6",20180613
"1318","March projection","Range3","2019","1.6 - 3.9",20180613
"1319","March projection","Range3","2020","1.6 - 4.9",20180613
"1320","March projection","Range3","Longer run","2.3 - 3.5",20180613
"1321","Change in real GDP","Median1","2018","3.1",20180926
"1322","Change in real GDP","Median1","2019","2.5",20180926
"1323","Change in real GDP","Median1","2020","2.0",20180926
"1324","Change in real GDP","Median1","2021","1.8",20180926
"1325","Change in real GDP","Median1","Longer run","1.8",20180926
"1326","Change in real GDP","Central tendency2","2018","3.0 - 3.2",20180926
"1327","Change in real GDP","Central tendency2","2019","2.4 - 2.7",20180926
"1328","Change in real GDP","Central tendency2","2020","1.8 - 2.1",20180926
"1329","Change in real GDP","Central tendency2","2021","1.6 - 2.0",20180926
"1330","Change in real GDP","Central tendency2","Longer run","1.8 - 2.0",20180926
"1331","Change in real GDP","Range3","2018","2.9 - 3.2",20180926
"1332","Change in real GDP","Range3","2019","2.1 - 2.8",20180926
"1333","Change in real GDP","Range3","2020","1.7 - 2.4",20180926
"1334","Change in real GDP","Range3","2021","1.5 - 2.1",20180926
"1335","Change in real GDP","Range3","Longer run","1.7 - 2.1",20180926
"1336","June projection","Median1","2018","2.8",20180926
"1337","June projection","Median1","2019","2.4",20180926
"1338","June projection","Median1","2020","2.0",20180926
"1339","June projection","Median1","2021","n.a.",20180926
"1340","June projection","Median1","Longer run","1.8",20180926
"1341","June projection","Central tendency2","2018","2.7 - 3.0",20180926
"1342","June projection","Central tendency2","2019","2.2 - 2.6",20180926
"1343","June projection","Central tendency2","2020","1.8 - 2.0",20180926
"1344","June projection","Central tendency2","2021","n.a.",20180926
"1345","June projection","Central tendency2","Longer run","1.8 - 2.0",20180926
"1346","June projection","Range3","2018","2.5 - 3.0",20180926
"1347","June projection","Range3","2019","2.1 - 2.7",20180926
"1348","June projection","Range3","2020","1.5 - 2.2",20180926
"1349","June projection","Range3","2021","n.a.",20180926
"1350","June projection","Range3","Longer run","1.7 - 2.1",20180926
"1351","Unemployment rate","Median1","2018","3.7",20180926
"1352","Unemployment rate","Median1","2019","3.5",20180926
"1353","Unemployment rate","Median1","2020","3.5",20180926
"1354","Unemployment rate","Median1","2021","3.7",20180926
"1355","Unemployment rate","Median1","Longer run","4.5",20180926
